id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
232,39,Wiraswasta,190466,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,30436000,0,40,<= 6 juta
233,31,Wiraswasta,187560,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,30436000,0,40,<= 6 juta
234,35,Wiraswasta,273612,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,45,<= 6 juta
235,27,Wiraswasta,278736,12th,8,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
236,18,Pekerja Bebas Perusahaan,29582,11th,7,Belum Pernah Menikah,Petani,Laki2,0,0,50,<= 6 juta
237,43,Pekerja Bebas Perusahaan,150533,D4,11,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
238,31,Wiraswasta,147654,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
239,57,Wiraswasta,122562,10th,6,Menikah,Supir,Laki2,0,0,60,> 6 juta
240,24,Wiraswasta,354351,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
241,63,Wiraswasta,237620,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,30,<= 6 juta
242,30,Pemerintah Lokal,154950,Sarjana,13,Menikah,Penjaga,Laki2,0,0,72,> 6 juta
243,35,Pekerja Bebas Bukan Perusahan,42044,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
244,44,Pekerja Bebas Bukan Perusahan,35166,Sarjana,13,Menikah,Petani,Laki2,0,0,90,<= 6 juta
245,30,Wiraswasta,104223,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,32,<= 6 juta
246,29,Wiraswasta,334277,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,45,<= 6 juta
247,37,Pekerja Bebas Perusahaan,199816,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,50,> 6 juta
248,29,Pekerja Bebas Bukan Perusahan,144063,7th-8th,4,Menikah,Petani,Laki2,0,0,72,<= 6 juta
249,23,Wiraswasta,228230,Pendidikan Tinggi,10,Menikah,Sales,Perempuan,0,0,47,<= 6 juta
250,36,Pemerintah Lokal,185556,Sarjana,13,Menikah,Spesialis,Laki2,0,0,35,> 6 juta
251,23,Wiraswasta,96748,Sarjana,13,Belum Pernah Menikah,Supir,Laki2,0,0,40,<= 6 juta
252,24,Wiraswasta,44738,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
253,35,Pemerintah Provinsi,287658,Pendidikan Tinggi,10,Menikah,Penjaga,Laki2,0,0,40,> 6 juta
254,21,Wiraswasta,457162,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,17,<= 6 juta
255,32,Pemerintah Negara,111363,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,75,> 6 juta
256,34,Wiraswasta,113198,D3,12,Menikah,Pemuka Agama,Laki2,0,0,28,<= 6 juta
257,26,Wiraswasta,247025,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
258,35,Wiraswasta,162358,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,50,> 6 juta
259,49,Pekerja Bebas Bukan Perusahan,102308,Sekolah Professional,15,Menikah,Spesialis,Laki2,210336000,0,35,> 6 juta
260,34,Wiraswasta,167474,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
261,75,Wiraswasta,311184,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,24,<= 6 juta
262,47,Pemerintah Provinsi,192894,SMA,9,Menikah,Supir,Laki2,0,0,50,> 6 juta
263,74,Pekerja Bebas Bukan Perusahan,43599,SMA,9,Janda,Servis Lainnya,Laki2,0,0,20,<= 6 juta
264,68,Wiraswasta,159191,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
265,35,Pemerintah Negara,226789,Master,14,Menikah,Spesialis,Laki2,0,0,75,<= 6 juta
266,52,Wiraswasta,177647,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,47,<= 6 juta
267,31,Wiraswasta,35864,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,60,<= 6 juta
268,18,Wiraswasta,131825,11th,7,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,21,<= 6 juta
269,63,Pekerja Bebas Bukan Perusahan,22228,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,> 6 juta
270,33,Wiraswasta,295649,SMA,9,Berpisah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
271,33,Wiraswasta,80945,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
272,41,Pemerintah Lokal,103614,Sarjana,13,Menikah,Spesialis,Laki2,0,0,45,> 6 juta
273,37,Wiraswasta,60313,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
274,34,Wiraswasta,179641,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,45,<= 6 juta
275,41,Wiraswasta,97632,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0,0,32,<= 6 juta
276,41,Wiraswasta,311101,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
277,30,Wiraswasta,318912,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,55,<= 6 juta
278,41,Wiraswasta,384508,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
279,31,Wiraswasta,332379,7th-8th,4,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
280,35,Wiraswasta,106471,Sarjana,13,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
281,43,Pekerja Bebas Bukan Perusahan,190044,SMA,9,Menikah,Sales,Laki2,0,0,40,<= 6 juta
282,22,Wiraswasta,203240,10th,6,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
283,48,Pekerja Bebas Perusahaan,188694,Doktor,16,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
284,52,Wiraswasta,201310,Sarjana,13,Cerai,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
285,52,Wiraswasta,75839,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
286,39,Wiraswasta,174242,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,210336000,0,60,> 6 juta
287,26,Pekerja Bebas Bukan Perusahan,201930,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
288,18,Wiraswasta,170094,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0,0,20,<= 6 juta
289,37,Wiraswasta,151835,Sekolah Professional,15,Menikah,Sales,Laki2,0,0,45,> 6 juta
290,55,Wiraswasta,227158,Sarjana,13,Janda,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
291,48,Wiraswasta,95244,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
292,37,Wiraswasta,73715,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
293,35,Pekerja Bebas Bukan Perusahan,169426,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
294,24,Wiraswasta,174461,D3,12,Cerai,Servis Lainnya,Perempuan,0,0,22,<= 6 juta
295,29,Wiraswasta,46987,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,55,<= 6 juta
296,31,Pemerintah Lokal,80058,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,64,<= 6 juta
297,53,Wiraswasta,33304,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0,0,40,> 6 juta
298,45,Wiraswasta,178341,Master,14,Menikah,Spesialis,Laki2,0,0,50,<= 6 juta
299,23,Wiraswasta,55215,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,55,<= 6 juta
300,41,Wiraswasta,152958,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
301,44,Wiraswasta,299197,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0,0,45,<= 6 juta
302,38,Pekerja Bebas Bukan Perusahan,41591,Sarjana,13,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,30,<= 6 juta
303,71,Wiraswasta,345339,D4,11,Menikah,Mesin Inspeksi,Laki2,0,0,28,<= 6 juta
304,49,Wiraswasta,91608,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
305,24,Wiraswasta,126613,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
306,36,Wiraswasta,120760,Master,14,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
307,36,Wiraswasta,376455,D4,11,Cerai,Perbaikan Kerajinan,Laki2,0,0,38,<= 6 juta
308,36,Wiraswasta,186110,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0,0,40,<= 6 juta
309,19,Pekerja Bebas Bukan Perusahan,227310,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,25,<= 6 juta
310,76,Wiraswasta,203910,SMA,9,Janda,Servis Lainnya,Laki2,0,0,17,<= 6 juta
311,22,Wiraswasta,54825,SMA,9,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
312,19,Pemerintah Lokal,223326,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Laki2,0,24094000,35,<= 6 juta
313,55,Pekerja Bebas Bukan Perusahan,41938,Sarjana,13,Menikah,Spesialis,Perempuan,0,0,8,<= 6 juta
314,61,?,203849,Pendidikan Tinggi,10,Cerai,?,Perempuan,0,0,40,<= 6 juta
315,60,?,191118,SMA,9,Menikah,?,Laki2,0,25872000,40,> 6 juta
316,24,Wiraswasta,199883,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,<= 6 juta
317,52,?,159755,D4,11,Menikah,?,Laki2,0,0,50,> 6 juta
318,43,Pemerintah Negara,206927,SMA,9,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
319,48,Pemerintah Lokal,81154,D4,11,Belum Pernah Menikah,Penjaga,Laki2,0,0,48,<= 6 juta
320,38,Wiraswasta,239397,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0,0,36,<= 6 juta
321,38,Wiraswasta,43770,Pendidikan Tinggi,10,Berpisah,Servis Lainnya,Perempuan,65100000,0,72,<= 6 juta
322,32,Wiraswasta,241731,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
323,42,Wiraswasta,109501,5th-6th,3,Berpisah,Pembersih,Perempuan,0,0,40,<= 6 juta
324,35,Wiraswasta,189922,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
325,42,Wiraswasta,136986,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,35,> 6 juta
326,38,Pemerintah Lokal,185394,Sarjana,13,Menikah,Spesialis,Perempuan,107632000,0,40,> 6 juta
327,90,Wiraswasta,137018,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
328,55,Pekerja Bebas Perusahaan,392325,Sarjana,13,Menikah,Sales,Laki2,1399986000,0,60,> 6 juta
329,26,Wiraswasta,34110,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Laki2,0,0,44,<= 6 juta
330,29,Wiraswasta,156266,D3,12,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,25,<= 6 juta
331,42,Wiraswasta,33002,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,48,<= 6 juta
332,34,Wiraswasta,424988,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
333,18,Pekerja Bebas Bukan Perusahan,296090,SMA,9,Belum Pernah Menikah,Sales,Laki2,0,0,48,<= 6 juta
334,22,Wiraswasta,436798,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
335,25,Wiraswasta,288519,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
336,29,Wiraswasta,337953,SMA,9,Menikah,Sales,Laki2,0,0,40,> 6 juta
337,19,Wiraswasta,91893,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0,0,24,<= 6 juta
338,36,Pekerja Bebas Perusahaan,184456,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,389592000,0,55,> 6 juta
339,40,Wiraswasta,180985,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
340,33,Wiraswasta,166961,11th,7,Berpisah,Sales,Perempuan,0,0,20,<= 6 juta
341,42,Wiraswasta,287129,Sarjana,13,Cerai,Spesialis,Laki2,0,0,40,<= 6 juta
342,30,Pemerintah Lokal,181091,Sarjana,13,Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
343,31,Pemerintah Lokal,219883,SMA,9,Belum Pernah Menikah,Penjaga,Laki2,0,0,40,<= 6 juta
344,43,Wiraswasta,188291,1st-4th,2,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
345,39,Pekerja Bebas Bukan Perusahan,189922,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,60,> 6 juta
346,21,?,436431,SD,1,Menikah,?,Perempuan,0,0,40,<= 6 juta
347,36,Wiraswasta,334291,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,26418000,40,> 6 juta
348,49,Wiraswasta,187370,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000,0,50,> 6 juta
349,42,Pekerja Bebas Bukan Perusahan,248876,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0,0,55,<= 6 juta
350,58,Wiraswasta,268295,5th-6th,3,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
351,46,Wiraswasta,149218,Sarjana,13,Menikah,Sales,Laki2,0,0,40,> 6 juta
352,39,Wiraswasta,202937,Pendidikan Tinggi,10,Cerai,Tech-support,Perempuan,0,0,40,<= 6 juta
353,23,Wiraswasta,380544,Pendidikan Tinggi,10,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
354,33,Wiraswasta,148261,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
355,46,Wiraswasta,383384,SMA,9,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
356,46,Wiraswasta,166003,11th,7,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
357,28,Wiraswasta,88419,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
358,29,Wiraswasta,31659,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,30828000,0,45,<= 6 juta
359,60,Wiraswasta,114413,D3,12,Menikah,Sales,Laki2,0,0,30,<= 6 juta
360,32,Wiraswasta,149531,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
361,62,Wiraswasta,183735,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
362,82,Wiraswasta,147729,5th-6th,3,Janda,Servis Lainnya,Laki2,0,0,20,<= 6 juta
363,38,Wiraswasta,107164,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,55,> 6 juta
364,58,Pekerja Bebas Perusahaan,229116,Sekolah Professional,15,Cerai,Spesialis,Laki2,0,0,70,> 6 juta
365,30,?,121775,D4,11,Belum Pernah Menikah,?,Laki2,0,0,30,<= 6 juta
366,41,Wiraswasta,32121,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,> 6 juta
367,39,Wiraswasta,90646,D4,11,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
368,36,Pekerja Bebas Perusahaan,196554,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,46,> 6 juta
369,48,Wiraswasta,108699,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
370,57,Pekerja Bebas Perusahaan,282913,SMA,9,Menikah,Sales,Laki2,0,0,40,<= 6 juta
371,55,Wiraswasta,119344,SMA,9,Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
372,25,Wiraswasta,405281,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
373,47,Wiraswasta,374580,SMA,9,Berpisah,Sales,Perempuan,0,0,52,<= 6 juta
374,66,Pekerja Bebas Bukan Perusahan,67765,11th,7,Janda,Ekesekutif Managerial,Perempuan,0,0,84,> 6 juta
375,35,Wiraswasta,147548,SMA,9,Menikah,Supir,Laki2,0,0,60,<= 6 juta
376,31,Wiraswasta,168961,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
377,50,Wiraswasta,92079,Pendidikan Tinggi,10,Menikah,Tech-support,Laki2,0,0,45,> 6 juta
378,51,Pekerja Bebas Bukan Perusahan,205100,Master,14,Menikah,Spesialis,Perempuan,0,0,30,> 6 juta
379,52,Wiraswasta,196504,7th-8th,4,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
380,43,Wiraswasta,174575,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Laki2,0,0,45,<= 6 juta
381,39,Wiraswasta,355468,SMA,9,Menikah,Sales,Laki2,0,26418000,46,> 6 juta
382,30,Pemerintah Provinsi,243233,Pendidikan Tinggi,10,Menikah,Tentara,Laki2,0,0,48,> 6 juta
383,41,Wiraswasta,70447,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,60,<= 6 juta
384,39,Pemerintah Lokal,112284,Master,14,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
385,41,Wiraswasta,138907,SMA,9,Cerai,Asisten Rumah Tangga,Perempuan,0,0,40,<= 6 juta
386,33,Wiraswasta,119422,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
387,20,?,189740,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,32,<= 6 juta
388,44,Wiraswasta,115323,Master,14,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
389,53,Pemerintah Negara,281590,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,210336000,0,40,> 6 juta
390,36,Wiraswasta,33157,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
391,35,Wiraswasta,190297,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
392,48,Pemerintah Negara,185859,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,38,> 6 juta
393,41,Wiraswasta,90021,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
394,28,Wiraswasta,179949,SMA,9,Cerai,Supir,Perempuan,0,0,20,<= 6 juta
395,73,Pekerja Bebas Bukan Perusahan,161251,SMA,9,Janda,Perbaikan Kerajinan,Laki2,0,0,24,<= 6 juta
396,29,Wiraswasta,114801,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
397,43,Wiraswasta,265266,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
398,35,Wiraswasta,327435,Pendidikan Tinggi,10,Berpisah,Spesialis,Perempuan,0,0,45,> 6 juta
399,38,Pemerintah Lokal,201410,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
400,53,Wiraswasta,137192,Sarjana,13,Cerai,Ekesekutif Managerial,Laki2,0,0,50,<= 6 juta
401,56,Wiraswasta,145574,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
402,60,Pekerja Bebas Bukan Perusahan,170114,9th,5,Menikah,Petani,Laki2,0,23408000,84,<= 6 juta
403,61,Wiraswasta,210464,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,35,<= 6 juta
404,22,Wiraswasta,882849,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,35,<= 6 juta
405,72,Wiraswasta,138790,SMA,9,Menikah,Pemuka Agama,Laki2,0,0,30,<= 6 juta
406,35,Wiraswasta,276552,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
407,57,Wiraswasta,214619,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
408,59,Wiraswasta,105592,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,12,<= 6 juta
409,44,Pemerintah Lokal,145178,SMA,9,Menikah,Servis Lainnya,Perempuan,0,0,38,> 6 juta
410,23,Wiraswasta,176262,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,36,<= 6 juta
411,66,Wiraswasta,350498,Pendidikan Tinggi,10,Menikah,Supir,Laki2,0,17612000,20,<= 6 juta
412,19,Wiraswasta,206599,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,16,<= 6 juta
413,37,Wiraswasta,52221,11th,7,Menikah,Supir,Laki2,0,0,40,<= 6 juta
414,39,Wiraswasta,324231,SMA,9,Janda,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
415,33,Wiraswasta,184833,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
416,37,Pemerintah Provinsi,90881,Pendidikan Tinggi,10,Berpisah,Ekesekutif Managerial,Laki2,120596000,0,55,> 6 juta
417,29,Wiraswasta,304082,D3,12,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
418,43,Pemerintah Lokal,186995,SMA,9,Cerai,Penjaga,Perempuan,0,0,40,<= 6 juta
419,38,Pemerintah Provinsi,161463,Pendidikan Tinggi,10,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
420,35,?,139854,D3,12,Menikah,?,Laki2,0,0,15,<= 6 juta
421,31,Pekerja Bebas Bukan Perusahan,234537,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,<= 6 juta
422,29,Wiraswasta,285657,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
423,46,Pemerintah Lokal,111558,Pendidikan Tinggi,10,Cerai,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
424,22,Wiraswasta,60668,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
425,18,Wiraswasta,260387,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
426,47,Pekerja Bebas Bukan Perusahan,318593,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,25,<= 6 juta
427,75,Wiraswasta,187424,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,20,<= 6 juta
428,20,Pemerintah Provinsi,114365,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
429,43,Wiraswasta,247162,D3,12,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
430,20,Wiraswasta,170091,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
431,23,Wiraswasta,436798,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
432,28,Wiraswasta,183639,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,21,<= 6 juta
433,31,Wiraswasta,339482,1st-4th,2,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
434,31,Wiraswasta,113667,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0,0,25,<= 6 juta
435,22,Wiraswasta,401762,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,55,<= 6 juta
436,33,Wiraswasta,215288,11th,7,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
437,21,?,152328,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
438,31,Pemerintah Provinsi,294870,D3,12,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
439,19,?,220517,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,15,<= 6 juta
440,35,Pekerja Bebas Bukan Perusahan,185621,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
441,41,Pemerintah Negara,355756,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
442,31,Wiraswasta,386299,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
443,35,Wiraswasta,194490,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Perempuan,0,0,40,<= 6 juta
444,36,Pekerja Bebas Bukan Perusahan,358373,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,30,<= 6 juta
445,51,Wiraswasta,241346,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,43,<= 6 juta
446,52,Wiraswasta,177487,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
447,50,Wiraswasta,44728,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
448,40,Pekerja Bebas Bukan Perusahan,163512,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0,0,8,<= 6 juta
449,46,Pekerja Bebas Perusahaan,321764,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,50,> 6 juta
450,39,Wiraswasta,248694,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,60,<= 6 juta
451,31,Wiraswasta,111363,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
452,47,Wiraswasta,192793,Doktor,16,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
453,31,Wiraswasta,159123,Sarjana,13,Menikah,Spesialis,Laki2,0,0,60,> 6 juta
454,45,Pekerja Bebas Bukan Perusahan,180680,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
455,28,Pekerja Bebas Bukan Perusahan,212318,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,55,<= 6 juta
456,34,Wiraswasta,281852,SMA,9,Belum Pernah Menikah,Supir,Laki2,0,0,80,<= 6 juta
457,27,Wiraswasta,212506,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
458,25,Wiraswasta,40512,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,51436000,0,30,<= 6 juta
459,35,Wiraswasta,40135,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,30,<= 6 juta
460,52,Wiraswasta,143953,Sarjana,13,Menikah,Spesialis,Laki2,0,26628000,40,> 6 juta
461,64,Wiraswasta,102470,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
462,58,Pekerja Bebas Bukan Perusahan,321171,SMA,9,Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
